# Column descriptions for data Run76. 0=eventtype (U/D), 1=event, 2=clockticks
D 197 284453768
U 198 284429528
U 199 284584484
U 200 286749871
U 201 286905088
D 202 287257353
D 203 287409490
D 204 290204926
D 205 290357491
U 206 290330753
U 207 290486719
U 208 292646795
U 209 292803035
D 210 293159722
D 211 293312739
D 212 296106853
D 213 296260310
U 214 296231086
U 215 296388076
U 216 298542818
U 217 298700080
D 218 299061223
D 219 299215120
D 220 302007857
D 221 302162196
U 222 302130498
U 223 302288510
U 224 304437903
U 225 304596189
D 226 304961777
D 227 305116563
D 228 307907938
D 229 308063167
U 230 308029004
U 231 308188052
U 232 310332046
U 233 310491376
D 234 310861405
D 235 311017087
D 236 313807063
D 237 313963193
U 238 313926556
U 239 314086649
U 240 316225206
U 241 316385571
D 242 316760068
D 243 316916662
D 244 319705272
D 245 319862306
U 246 319823216
U 247 319984365
U 248 322117443
U 249 322278866
D 250 322657819
D 251 322815313
D 252 325602552
D 253 325760497
U 254 325718951
U 255 325881166
U 256 328008735
U 257 328171225
D 258 328554654
D 259 328713061
D 260 331498958
D 261 331657816
U 262 331613829
U 263 331777122
U 264 333899160
U 265 334062724
D 266 334450630
D 267 334609961
D 268 337394474
D 269 337554267
U 270 337507851
U 271 337672221
U 272 339788680
U 273 339953333
D 274 340345728
D 275 340505975
D 276 343289110
D 277 343449827
U 278 343400979
U 279 343566439
U 280 345677301
U 281 345843043
D 282 346239935
D 283 346401115
D 284 349182852
D 285 349344495
U 286 349293228
U 287 349459789
U 288 351565071
U 289 351731916
D 290 352133294
D 291 352295410
D 292 355075776
D 293 355238352
U 294 355184674
U 295 355352333
U 296 357451997
U 297 357619939
D 298 358025820
D 299 358188871
D 300 360967869
D 301 361131380
U 302 361075294
U 303 361244076
U 304 363338044
U 305 363507107
D 306 363917486
D 307 364081491
D 308 366859083
D 309 367023553
U 310 366965046
U 311 367134951
U 312 369223273
U 313 369393460
D 314 369808339
D 315 369973291
D 316 372749462
D 317 372914876
U 318 372853986
U 319 373025022
U 320 375107590
U 321 375278911
D 322 375698322
D 323 375864220
D 324 378639007
D 325 378805377
U 326 378742087
U 327 378914268
U 328 380991096
U 329 381163568
D 330 381587490
D 331 381754345
D 332 384527704
D 333 384695054
U 334 384629386
U 335 384802723
U 336 386873763
U 337 387047394
D 338 387475845
D 339 387643668
D 340 390415661
D 341 390583968
U 342 390515926
U 343 390690416
U 344 392755650
U 345 392930436
D 346 393363430
D 347 393532221
D 348 396302829
D 349 396472103
U 350 396401708
U 351 396577374
U 352 398636734
U 353 398812686
D 354 399250222
D 355 399419992
D 356 402189213
D 357 402359469
U 358 402286706
U 359 402463552
U 360 404517016
U 361 404694164
D 362 405136236
D 363 405306985
D 364 408074798
D 365 408246031
U 366 408170916
U 367 408348969
U 368 410396494
U 369 410574831
D 370 411021465
D 371 411193196
D 372 413959633
D 373 414131855
U 374 414054407
U 375 414233651
U 376 416275169
U 377 416454716
D 378 416905904
D 379 417078636
D 380 419843664
D 381 420016890
U 382 419937098
U 383 420117562
U 384 422153050
U 385 422333809
D 386 422789572
D 387 422963304
D 388 425726926
D 389 425901162
U 390 425819038
U 391 426000735
U 392 428030120
U 393 428212120
D 394 428672442
D 395 428847194
D 396 431609418
D 397 431784666
U 398 431700232
U 399 431883174
U 400 433906474
U 401 434089708
D 402 434554625
D 403 434730377
D 404 437491216
D 405 437667467
U 406 437580725
U 407 437764914
U 408 439782102
U 409 439966579
D 410 440436081
D 411 440612849
D 412 443372291
D 413 443549574
U 414 443460520
U 415 443645968
U 416 445656961
U 417 445842701
D 418 446316802
D 419 446494592
D 420 449252638
D 421 449430944
U 422 449339602
U 423 449526315
U 424 451531115
U 425 451718129
D 426 452196832
D 427 452375656
D 428 455132269
D 429 455311609
U 430 455217970
U 431 455405969
U 432 457404541
U 433 457592846
D 434 458076157
D 435 458256012
D 436 461011197
D 437 461191571
U 438 461095653
U 439 461284951
U 440 463277266
U 441 463466858
D 442 463954775
D 443 464135678
D 444 466889432
D 445 467070853
U 446 466972658
U 447 467163263
U 448 469149275
U 449 469340176
D 450 469832725
D 451 470014660
D 452 472767040
D 453 472949494
U 454 472849046
U 455 473040948
U 456 475020626
U 457 475212834
D 458 475710012
D 459 475893006
D 460 478643965
D 461 478827487
U 462 478724771
U 463 478918007
U 464 480891313
U 465 481084853
D 466 481586663
D 467 481770713
D 468 484520266
D 469 484704831
U 470 484599871
U 471 484794438
U 472 486761308
U 473 486956178
D 474 487462632
D 475 487647739
D 476 490395883
D 477 490581525
U 478 490474321
U 479 490670229
U 480 492630635
U 481 492826856
D 482 493337953
D 483 493524124
D 484 496270861
D 485 496457560
U 486 496348114
U 487 496545397
U 488 498499254
U 489 498696843
D 490 499212602
D 491 499399851
D 492 502145136
D 493 502332915
U 494 502221256
U 495 502419915
U 496 504367172
U 497 504566145
D 498 505086580
D 499 505274909
D 500 508018764
D 501 508207640
U 502 508093760
U 503 508293816
U 504 510234475
U 505 510434832
D 506 510959942
D 507 511149357
D 508 513891793
D 509 514081761
U 510 513965671
U 511 514167134
U 512 516101103
U 513 516302872
D 514 516832656
D 515 517023183
D 516 519764143
D 517 519955201
U 518 519836921
U 519 520039790
U 520 521967106
U 521 522170294
D 522 522704764
D 523 522896381
D 524 525635923
D 525 525828089
U 526 525707608
U 527 525911910
U 528 527832448
U 529 528037064
D 530 528576234
D 531 528768960
D 532 531507040
D 533 531700319
U 534 531577658
U 535 531783400
U 536 533697166
U 537 533903223
D 538 534447098
D 539 534640947
D 540 537377553
D 541 537571952
U 542 537447117
U 543 537654320
U 544 539561277
U 545 539768797
D 546 540317391
D 547 540512340
D 548 543247494
D 549 543443004
U 550 543316000
U 551 543524682
U 552 545424772
U 553 545633765
D 554 546187068
D 555 546383140
D 556 549116852
D 557 549313496
U 558 549184326
U 559 549394489
U 560 551287685
U 561 551498162
D 562 552056195
D 563 552253400
D 564 554985659
D 565 555183437
U 566 555052130
U 567 555263792
U 568 557150014
U 569 557361989
D 570 557924751
D 571 558123099
D 572 560853917
D 573 561052828
U 574 560919378
U 575 561132546
U 576 563011758
U 577 563225242
D 578 563792745
D 579 563992246
D 580 566721583
D 581 566921647
U 582 566786063
U 583 567000749
U 584 568872899
U 585 569087911
D 586 569660165
D 587 569860804
D 588 572588674
D 589 572789882
U 590 572652187
U 591 572868424
U 592 574733414
U 593 574949976
D 594 575526996
D 595 575728787
D 596 578455194
D 597 578657568
U 598 578517751
U 599 578735561
U 600 580593310
U 601 580811447
D 602 581393239
D 603 581596196
D 604 584321142
D 605 584524682
U 606 584382764
U 607 584602158
U 608 586452649
U 609 586672357
D 610 587258936
D 611 587463070
D 612 590186518
D 613 590391235
U 614 590247236
U 615 590468227
U 616 592311403
U 617 592532716
D 618 593124079
D 619 593329402
D 620 596051376
D 621 596257283
U 622 596111205
U 623 596333810
U 624 598169606
U 625 598392539
D 626 598988706
D 627 599195216
D 628 601915698
D 629 602122802
U 630 601974667
U 631 602198912
U 632 604027262
U 633 604251832
D 634 604852817
D 635 605060518
D 636 607779521
D 637 607987825
U 638 607837614
U 639 608063507
U 640 609884408
U 641 610110628
D 642 610716424
D 643 610925344
D 644 613642820
D 645 613852334
U 646 613700085
U 647 613927660
U 648 615740952
U 649 615968843
D 650 616579466
D 651 616789596
D 652 619505599
D 653 619716322
U 654 619562038
U 655 619791298
U 656 621596954
U 657 621826542
D 658 622442007
D 659 622653357
D 660 625367853
D 661 625579817
U 662 625423509
U 663 625654497
U 664 627452454
U 665 627683767
D 666 628304105
D 667 628516685
D 668 631229643
D 669 631442829
U 670 631284498
U 671 631517200
U 672 633307426
U 673 633540451
D 674 634165631
D 675 634379444
D 676 637090881
D 677 637305299
U 678 637144967
U 679 637379397
U 680 639161834
U 681 639396612
D 682 640026659
D 683 640241696
D 684 642951627
D 685 643167278
U 686 643004953
U 687 643241143
U 688 645015713
U 689 645252240
D 690 645887162
D 691 646103451
D 692 648811853
D 693 649028761
U 694 648864435
U 695 649102406
U 696 650869044
U 697 651107364
D 698 651747172
D 699 651964705
D 700 654671577
D 701 654889746
U 702 654723442
U 703 654963217
U 704 656721902
U 705 656962028
D 706 657606729
D 707 657825536
D 708 660530848
D 709 660750273
U 710 660581997
U 711 660823597
U 712 662574277
U 713 662816216
D 714 663465814
D 715 663685885
D 716 666389603
D 717 666610303
U 718 666440069
U 719 666683506
U 720 668426110
U 721 668669888
D 722 669324401
D 723 669545750
D 724 672247862
D 725 672469847
U 726 672297668
U 727 672542978
U 728 674277419
U 729 674523074
D 730 675182506
D 731 675405131
D 732 678105712
D 733 678328987
U 734 678154869
U 735 678402060
U 736 680128222
U 737 680375767
D 738 681040138
D 739 681264060
D 740 683963080
D 741 684187642
U 742 684011600
U 743 684260706
U 744 685978549
U 745 686227999
D 746 686897318
D 747 687122528
D 748 689819987
D 749 690045846
U 750 689867890
U 751 690118919
U 752 691828402
U 753 692079781
D 754 692754037
D 755 692980558
D 756 695676418
D 757 695903586
U 758 695723738
U 759 695976738
U 760 697677740
U 761 697931064
D 762 698610296
D 763 698838136
D 764 701532402
D 765 701760889
U 766 701579130
U 767 701834096
U 768 703526552
U 769 703781876
D 770 704466080
D 771 704695229
D 772 707387933
D 773 707617751
U 774 707434132
U 775 707691090
U 776 709374898
U 777 709632238
D 778 710321444
D 779 710551937
D 780 713243036
D 781 713474175
U 782 713288704
U 783 713547721
U 784 715222806
U 785 715482159
D 786 716176371
D 787 716408205
D 788 719097720
D 789 719330212
U 790 719142871
U 791 719403944
U 792 721070209
U 793 721331640
D 794 722030857
D 795 722264042
D 796 724951953
D 797 725185807
U 798 724996633
U 799 725259794
U 800 726917136
U 801 727180668
D 802 727884925
D 803 728119462
D 804 730805756
D 805 731040965
U 806 730849975
U 807 731115261
U 808 732763627
U 809 733029280
D 810 733738565
D 811 733974487
D 812 736659140
D 813 736895737
U 814 736702920
U 815 736970352
U 816 738609677
U 817 738877475
D 818 739591808
D 819 739829096
D 820 742512110
D 821 742750080
U 822 742555470
U 823 742825068
U 824 744455264
U 825 744725218
D 826 745444622
D 827 745683296
D 828 748364693
D 829 748604048
U 830 748407655
U 831 748679455
U 832 750300387
U 833 750572545
D 834 751297029
D 835 751537088
D 836 754216880
D 837 754457634
U 838 754259459
U 839 754533490
U 840 756145083
U 841 756419474
D 842 757149038
D 843 757390507
D 844 760068647
D 845 760310798
U 846 760110864
U 847 760387162
U 848 761989328
U 849 762265983
D 850 763000656
D 851 763243532
D 852 765920010
D 853 766163579
U 854 765961907
U 855 766240493
U 856 767833122
U 857 768112077
D 858 768851862
D 859 769096157
D 860 771771000
D 861 772015998
U 862 771812576
U 863 772093495
U 864 773676488
U 865 773957772
D 866 774702685
D 867 774948410
D 868 777621592
D 869 777868009
U 870 777662873
U 871 777946153
U 872 779519404
U 873 779803053
D 874 780553113
D 875 780800266
D 876 783471776
D 877 783719646
U 878 783512814
U 879 783798483
U 880 785361887
U 881 785647945
D 882 786403142
D 883 786651760
D 884 789321565
D 885 789570896
U 886 789362362
U 887 789650483
U 888 791203932
U 889 791492421
D 890 792252790
D 891 792502860
D 892 795170991
D 893 795421776
U 894 795211568
U 895 795502154
U 896 797045537
U 897 797336502
D 898 798102062
D 899 798353595
D 900 801020030
D 901 801272301
U 902 801060420
U 903 801353516
U 904 802886736
U 905 803180208
D 906 803950960
D 907 804203979
D 908 806868710
D 909 807122453
U 910 806908936
U 911 807204570
U 912 808727525
U 913 809023540
D 914 809799496
D 915 810053988
D 916 812717035
D 917 812972264
U 918 812757108
U 919 813055327
U 920 814567900
U 921 814866498
D 922 815647679
D 923 815903667
D 924 818564998
D 925 818821723
U 926 818604948
U 927 818905788
U 928 820407877
U 929 820709094
D 930 821495508
D 931 821753005
D 932 824412600
D 933 824670842
U 934 824452449
U 935 824755938
U 936 826247445
U 937 826551315
D 938 827342976
D 939 827601990
D 940 830259835
D 941 830519597
U 942 830299611
U 943 830605795
U 944 832086576
U 945 832393149
D 946 833190071
D 947 833450602
D 948 836106709
D 949 836367989
U 950 836146418
U 951 836455351
U 952 837925277
U 953 838234591
D 954 839036802
D 955 839298862
D 956 841953219
D 957 842216040
U 958 841992918
U 959 842304645
U 960 843763595
U 961 844075710
D 962 844883203
D 963 845146803
D 964 847799422
D 965 848063781
U 966 847839108
U 967 848153663
U 968 849601535
U 969 849916479
D 970 850729274
D 971 850994424
D 972 853645286
D 973 853911195
U 974 853684994
U 975 854002442
U 976 855439059
U 977 855756897
D 978 856575013
D 979 856841729
D 980 859490797
D 981 859758278
U 982 859530560
U 983 859850933
U 984 861276208
U 985 861596962
D 986 862420427
D 987 862688702
D 988 865335986
D 989 865605042
U 990 865375826
U 991 865699180
U 992 867112920
U 993 867436664
D 994 868265486
D 995 868535343
D 996 871180847
D 997 871451487
U 998 871220788
U 999 871547179
U 1000 872949245
U 1001 873276025
D 1002 874110213
D 1003 874381656
D 1004 877025367
D 1005 877297603
U 1006 877065440
U 1007 877394909
U 1008 878785152
U 1009 879115035
D 1010 879954601
D 1011 880227660
D 1012 882869546
D 1013 883143386
U 1014 882909782
U 1015 883242410
U 1016 884620662
U 1017 884953692
D 1018 885798671
D 1019 886073348
D 1020 888713407
D 1021 888988876
U 1022 888753841
U 1023 889089680
U 1024 890455746
U 1025 890791995
D 1026 891642399
D 1027 891918693
D 1028 894556992
D 1029 894834111
U 1030 894597679
U 1031 894936785
U 1032 896290509
U 1033 896630038
D 1034 897485883
D 1035 897763818
D 1036 900400212
D 1037 900678951
U 1038 900441119
U 1039 900783572
