# eventtype event clockticks time[s]  Energy[%]
D 619 455360343 90.83064148660759 41.326967147250926
D 620 458083260 91.37378262310835 41.13846730823962
D 621 458288461 91.41471302785219 41.106242555289995
U 622 458242220 91.45819796011284 41.07397634132523
U 623 458463805 91.50242178675079 41.04690224114555
U 624 460315711 91.87203429259073 40.97647901723706
U 625 460537610 91.91632278812865 40.949454782006036
D 626 461021630 91.9598950583984 40.917270820708836
D 627 461227373 92.00093642738264 40.88515692434524
D 628 463948929 92.54380352479956 40.69909157392598
D 629 464155233 92.58495521812065 40.667087184658115
U 630 464106838 92.62868809672744 40.6350523886582
U 631 464329934 92.67321243616497 40.60820543427571
U 632 466175026 93.04146531465318 40.53929543895909
U 633 466398430 93.08605444194654 40.51249764673226
D 634 466887073 93.12987490341808 40.48054421158249
D 635 467093932 93.17113801936657 40.448649689996735
D 636 469814115 93.71373072524459 40.26498419245975
D 637 470021529 93.7551046166754 40.233198197016016
U 638 469971012 93.79908668533155 40.20139279646137
U 639 470195620 93.84391406248886 40.17477117824512
U 640 472033864 94.21079946777644 40.10734760210091
U 641 472258795 94.25569175163729 40.0807744515112
D 642 472752056 94.29976164842128 40.04904953124246
D 643 472960031 94.341247422873 40.017372425652724
D 644 475678834 94.88356537231843 39.83607270739585
D 645 475887369 94.92516237533616 39.80450315966846
U 646 475834730 94.96939488662863 39.772925156581756
U 647 476060862 95.01452786519715 39.74652708503845
U 648 477892212 95.38003784398602 39.68056358130286
U 649 478118671 95.42523584799493 39.654213294048816
D 650 478616569 95.46955643308637 39.62271490114582
D 651 478825672 95.5112657815369 39.59125327577546
D 652 481543087 96.05330859733922 39.41228581682873
D 653 481752753 96.09512962938706 39.380930790789236
U 654 481697997 96.13961384488746 39.349578209886985
U 655 481925676 96.18505502824279 39.3234019231102
U 656 483750087 96.54918151788355 39.25887259702107
U 657 483978100 96.59468784530729 39.2327434175597
D 658 484480636 96.63926038068375 39.20146958787998
D 659 484690868 96.68119422260334 39.170221529437775
D 660 487406893 97.22296151535369 38.99355334721905
D 661 487617692 97.2650074978584 38.9624109417836
U 662 487560812 97.30974468822366 38.931281832555484
U 663 487790053 97.35549672038424 38.905325587106915
U 664 489607499 97.71823154688826 38.84220499342647
U 665 489837063 97.76404884162784 38.81629518868338
D 666 490344245 97.80887459835142 38.785243981122385
D 667 490555606 97.85103385720282 38.754207598466095
D 668 493270257 98.39252522541344 38.579806244196064
D 669 493482177 98.43479708380387 38.54887457838647
U 670 493423199 98.47978852887906 38.51796701206957
U 671 493654011 98.52585409547487 38.492229089365324
U 672 495464438 98.88718897147406 38.43049221744344
U 673 495695578 98.93331991904405 38.404800076522925
D 674 496207422 98.97840017736308 38.37396957267269
D 675 496419916 99.02078578062094 38.34314299650449
D 676 499133184 99.56200081084165 38.170976543356474
D 677 499346237 99.60449947456677 38.14025375829991
U 678 499285167 99.64974646348914 38.109565827386085
U 679 499517555 99.69612829277786 38.084044529459966
U 680 501320923 100.05605481541585 38.02366680044463
U 681 501553651 100.10250214395265 37.998190634341846
D 682 502070153 100.14783819340484 37.96757893818848
D 683 502283782 100.1904510725735 37.93696032071994
D 684 504995676 100.73138933950372 37.76699735098659
D 685 505209859 100.77411574204959 37.73648161074581
U 686 505146699 100.81961957335368 37.70601143216368
U 687 505380684 100.86632043726141 37.68070508321156
U 688 507176967 101.22483008600649 37.62166233676187
U 689 507411282 101.2715965673131 37.59640047809051
D 690 507932456 101.31718970683191 37.566005715675146
D 691 508147224 101.36003079746443 37.53559323033557
D 692 510857720 101.90069186406073 37.367802829163445
D 693 511073066 101.94364694297371 37.33749231752093
U 694 511007813 101.98940892469817 37.30723802883038
U 695 511243413 102.03643163989692 37.2821449746547
U 696 513032550 102.39351577427591 37.22441346247259
U 697 513268483 102.44060422490027 37.19936426519232
D 698 513794330 102.48645576292398 37.16918458431094
D 699 514010248 102.52952600464155 37.13897642543329
D 700 516719344 103.06990942222727 36.97332817173128
D 701 516935841 103.11309411913011 36.943221092808066
U 702 516868505 103.1591155689275 36.9131808545658
U 703 517105748 103.20646299795384 36.88829946236491
U 704 518887688 103.56211285521513 36.83185584151237
U 705 519125242 103.60952613756295 36.80701768066061
D 706 519655761 103.65563739214093 36.77705125054731
D 707 519872847 103.69893772865086 36.74704563308091
D 708 522580552 104.23904303701751 36.58350959066191
D 709 522798206 104.28245829762866 36.55360416891667
U 710 522728798 104.3287405428787 36.52377616161979
U 711 522967670 104.37641559527887 36.499104818456864
U 712 524742380 104.73062228797222 36.44392614184257
U 713 524981587 104.77836331145922 36.41929741327598
D 714 525516802 104.8247356103651 36.389542424309646
D 715 525735039 104.86826698948187 36.35973758351511
D 716 528441347 105.4080937169922 36.198284289642615
D 717 528660152 105.45174049114489 36.168578771765674
U 718 528588690 105.49828486906257 36.13896119706038
U 719 528829211 105.54629050258728 36.114498310388896
U 720 530596656 105.89904501606195 36.06056202039855
U 721 530837514 105.94711673830301 36.03614114053358
D 722 531377406 105.99375141914813 36.00659580393107
D 723 531596813 106.03751479281055 35.97698999510075
D 724 534301720 106.57706245649744 35.817590454060436
D 725 534521699 106.62094169816125 35.788083104663095
U 726 534448179 106.66774955591848 35.75867418514832
U 727 534690373 106.71608877774653 35.73441818648797
U 728 536450488 107.06738196755724 35.68170210414851
U 729 536693021 107.11578739559857 35.65748750972017
D 730 537237623 107.16268580594537 35.62815005726693
D 731 537458192 107.20668213023801 35.59874155519739
D 732 540161695 107.74595023590182 35.44136722894483
D 733 540382844 107.79006290319896 35.41205633351616
U 734 540307280 107.83713559803716 35.38285431211209
U 735 540551146 107.8858114660607 35.35880364940821
U 736 542303902 108.23563405527318 35.30728597240561
U 737 542548117 108.28437624686586 35.28327612021715
D 738 543097424 108.33153974434659 35.25414480394517
D 739 543319170 108.37576997951763 35.22493190362591
D 740 546021267 108.9147580218174 35.069554705272736
D 741 546243582 108.95910507704562 35.04043856654408
U 742 546165965 109.00644397639421 35.01144170597114
U 743 546411559 109.05545960053026 34.9875948485748
U 744 548156889 109.40380217695805 34.93725414158458
U 745 548402815 109.45288424187503 34.913447508246456
D 746 548956825 109.50031419430852 34.88452060003992
D 747 549179741 109.54477930479096 34.855501614795834
D 748 551880445 110.08348676734207 34.7020938971928
D 749 552103942 110.1280691769912 34.673170839647504
U 750 552024296 110.17567565859112 34.644377423449114
U 751 552271591 110.22503420214477 34.62073285916464
U 752 554009465 110.57188721546227 34.57154804634903
U 753 554257112 110.62131231686273 34.54794312808193
D 754 554815846 110.66901010237618 34.519218919789914
D 755 555039942 110.71371105680592 34.49039218236235
D 756 557739228 111.25213741226445 34.3389267334782
D 757 557963922 111.29695614703814 34.31019509794799
U 758 557882215 111.34483159906209 34.28160342862746
U 759 558131266 111.39453628013801 34.25815966649552
U 760 559861634 111.73989003890547 34.210110023338835
U 761 560110985 111.7896613947483 34.18670533573141
D 762 560674458 111.83762840190104 34.15818213850365
D 763 560899754 111.88256617313884 34.129546000172056
D 764 563597629 112.42071088329006 33.97999603337534
D 765 563823498 112.46576691812542 33.95145418144301
U 766 563739796 112.51391273930643 33.92306257939808
U 767 563990585 112.5639668322777 33.8998181470856
U 768 565713381 112.90781150084449 33.85288329721529
U 769 565964507 112.95793238535019 33.829677374999946
D 770 566532702 113.00617001325753 33.801353519149245
D 771 566759178 113.0513455784072 33.772906349592986
D 772 569455642 113.58920809425155 33.625245496167956
D 773 569682709 113.6345024083404 33.596891806336615
U 774 569596987 113.68292000809346 33.56869861348553
U 775 569849542 113.73332684511277 33.54565205692695
U 776 571564735 114.07565244042378 33.49981196151815
U 777 571817627 114.12612618559137 33.476803358351354
D 778 572390563 114.17463584405331 33.44867719309011
D 779 572618236 114.22005018448338 33.42041738013257
D 780 575313279 114.75762994632126 33.27461968343538
D 781 575541556 114.80316352312705 33.246452551378816
U 782 575453815 114.85185432168524 33.218456126692004
U 783 575708167 114.90261729425765 33.195606012046845
U 784 577415697 115.24341368253295 33.15084096720853
U 785 577670371 115.29424367971089 33.12802825545559
D 786 578248041 115.3430267893394 33.100098148636
D 787 578476921 115.38868089070263 33.0720240979937
D 788 581170539 115.92597732821135 32.928064002386655
D 789 581400014 115.97175115549369 32.9000818436381
U 790 581310278 116.02071658403558 32.87228056556187
U 791 581566437 116.07183914464875 32.8496254759713
U 792 583266245 116.41109603793927 32.80591610410459
U 793 583522727 116.4622857394539 32.783297874631856
D 794 584105152 116.51134373180732 32.755562212490915
D 795 584335234 116.55723858406171 32.727672347526926
D 796 587027437 117.09425111637594 32.585524695829406
D 797 587258126 117.14026618620906 32.55772594237679
U 798 587166403 117.18950768699384 32.53011820687812
U 799 587424365 117.24099335080551 32.507656744950026
U 800 589116418 117.57870030343189 32.46498398858484
U 801 589374707 117.63025322427796 32.442558850555365
D 802 589961892 117.6795875419928 32.415016037466145
D 803 590193200 117.72572413942132 32.387308798943764
D 804 592883966 118.26245217521101 32.24694882227488
D 805 593115870 118.30870948400403 32.21933192343021
U 806 593022157 118.35822851050797 32.191916144770836
U 807 593281954 118.41008085709906 32.169646931045655
U 808 594966185 118.74622726194923 32.127992047631075
U 809 595226312 118.79814698154188 32.10575862830665
D 810 595818277 118.84775907847009 32.07840708653139
D 811 596050792 118.8941384197026 32.05088093237471
D 812 598740142 119.43058135724655 31.912284244895872
D 813 598973251 119.4770819057647 31.88484766685982
U 814 598877573 119.5268799228195 31.857622277015835
U 815 599139228 119.57910259801703 31.835543949538128
U 816 600815584 119.9136776827 31.794888505272034
U 817 601077569 119.96596784669468 31.772845449818487
D 818 601674299 120.01585918804265 31.745683619266032
D 819 601908038 120.06248227607556 31.71833702432636
D 820 604595958 120.59863950333362 31.5814796139678
D 821 604830289 120.6453842967205 31.55422184035347
U 822 604732649 120.69546278065668 31.52718528937799
U 823 604996171 120.74805949841615 31.50529650497191
U 824 606664595 121.08105232127886 31.465622367231315
U 825 606928470 121.13371664346171 31.44376833852788
D 826 607529964 121.18388870593208 31.416794676518204
D 827 607764946 121.23075654815109 31.389626132341792
D 828 610451412 121.76662744283603 31.254484358625824
D 829 610686993 121.81361749063247 31.227403888792693
U 830 610587372 121.86397792942175 31.200554642159055
U 831 610852795 121.91695247379491 31.17885407560687
U 832 612513237 122.24835191978168 31.140143410533494
U 833 612778996 122.30139418402871 31.11847708899124
D 834 613385291 122.35184845596277 31.091690070017336
D 835 613621485 122.39896206416212 31.064698084619902
D 836 616306533 122.93454599380684 30.931248666935247
D 837 616543335 122.98178230997542 30.904344017907796
U 838 616441765 123.03242620337478 30.87768056028744
U 839 616709099 123.08578243055003 30.856166901873184
U 840 618361495 123.41557720689634 30.8184021662042
U 841 618629174 123.46900126921537 30.7969222495853
D 842 619240279 123.51973925074111 30.77032036508391
D 843 619477702 123.56709964114603 30.74350346272471
D 844 622161297 124.10239596317417 30.6117234783867
D 845 622399343 124.14987956611644 30.584993181434083
U 846 622295822 124.20080842582281 30.558514013951537
U 847 622565089 124.25455026623733 30.5371859726542
U 848 624209389 124.58272889801133 30.50034990981024
U 849 624479014 124.63653868865804 30.479055113049583
D 850 625094905 124.68756189183755 30.452636871175148
D 851 625333584 124.7351700851256 30.425993592136884
D 852 628015742 125.27017814691271 30.295860468030188
D 853 628255026 125.31791005949209 30.26930307179384
U 854 628149555 125.36912540928908 30.243006711257884
U 855 628420780 125.42325686983676 30.2218630132054
U 856 630056934 125.74980769528678 30.185938644856858
U 857 630328486 125.80400722097164 30.164827699894843
D 858 630949192 125.85531716995456 30.138591625296222
D 859 631189126 125.90317419127736 30.112120525669788
D 860 633869829 126.43789333021714 29.98361203227046
D 861 634110365 126.48587457978365 29.957226100589562
U 862 634002973 126.53737795569754 29.931111081004182
U 863 634276166 126.59190312202357 29.91015046823865
U 864 635904102 126.91681428774987 29.875121094280622
U 865 636177645 126.97140763392754 29.854192749895322
D 866 636803161 127.02300586510427 29.82813738349599
D 867 637044337 127.0711127441084 29.801837034966415
D 868 639723584 127.60554228767323 29.67493128061844
D 869 639965387 127.65377390608236 29.648715392904517
U 870 639856064 127.7055668565406 29.62278026400479
U 871 640131255 127.76048989542215 29.60200149627487
U 872 641750922 128.08374935135782 29.56785068498498
U 873 642026441 128.13874068461433 29.54710370663105
D 874 642656794 128.1906287467741 29.521227605414968
D 875 642899227 128.23898651762377 29.495096595052175
D 876 645577019 128.7731257834262 29.369772020144534
D 877 645820083 128.8216088070593 29.343724771160446
U 878 645708849 128.8736928930507 29.31796809805828
U 879 645986040 128.92901805488572 29.297369951391524
U 880 647597369 129.25061354905972 29.264081536210533
U 881 647874917 129.3060071195972 29.24351470586428
D 882 648510100 129.3581865740887 29.217816442662524
D 883 648753797 129.4067962754873 29.191853372715883
D 884 651430126 129.94064457133615 29.06808874463596
D 885 651674451 129.98938004112642 29.042208743468787
U 886 651561327 130.0417568363636 29.016629108117947
U 887 651840550 130.09748845775465 28.9962103750765
U 888 653443476 130.41740753085975 28.96376844955916
U 889 653723057 130.47320767508236 28.94338056556471
D 890 654363091 130.52568009597618 28.91785872884801
D 891 654608052 130.5745427711893 28.892062216541888
D 892 657282928 131.10809939514766 28.769836621897436
D 893 657528505 131.15708835660087 28.744122494019894
U 894 657413478 131.20975944768622 28.71871849335536
U 895 657694767 131.26590195413627 28.69847798274317
U 896 659289234 131.58413193385834 28.666866895451008
U 897 659570875 131.64034307706865 28.646656772375238
D 898 660215756 131.69311005132312 28.621309966048283
D 899 660461986 131.74222674820084 28.59567864338345
D 900 663135392 132.27549098864174 28.47497148374482
D 901 663382267 132.3247344918578 28.449421868775307
U 902 663265334 132.3777014784526 28.424192115318885
U 903 663548708 132.43425938718332 28.404128651755162
U 904 665134647 132.75078738229124 28.37333300185589
U 905 665418362 132.8074140415031 28.35329947034401
D 906 666068100 132.86047716913575 28.32812631354379
D 907 666315615 132.9098489401331 28.302658827100693
D 908 668987545 133.44282007579167 28.183449815639506
D 909 669235710 133.49231917548784 28.158063366156043
U 910 669116892 133.54558367048895 28.133006487299372
U 911 669402382 133.60256159335972 28.113118912503143
U 912 670979719 133.91737448756234 28.083123544764778
U 913 671265545 133.9744212744293 28.063265451401843
D 914 671920136 134.02778216868708 28.03826457829924
D 915 672168940 134.07741007088907 28.012959589044204
D 916 674839404 134.6100873709165 27.89522874100903
D 917 675088843 134.6598431264501 27.870004126029
U 918 674968147 134.7134067561581 27.845118764241942
U 919 675255772 134.77080940273964 27.825405934599626
U 920 676824446 135.08389384825728 27.796195934857067
U 921 677112400 135.1413654721351 27.7765121420353
D 922 677771866 135.1950257596723 27.751682201640588
D 923 678021957 135.24491085481552 27.726538384736592
D 924 680690952 135.77729357882743 27.61026601633409
D 925 680941672 135.82730705421824 27.585201917684923
U 926 680819123 135.88117145852402 27.56048673019458
U 927 681108880 135.93900363928333 27.540947518308265
U 928 682668831 136.2503460501602 27.512508208553346
U 929 682958945 136.30824732129994 27.492997594344605
D 930 683623295 136.36220864235548 27.46833725031388
D 931 683874678 136.41235199685175 27.44335329493221
D 932 686542181 136.94443939497745 27.328520016005562
D 933 686794218 136.99471165893192 27.303615129564577
U 934 686669804 137.04887849149446 27.279068787834845
U 935 686961740 137.10714512113373 27.25970208226854
U 936 688512890 137.41673166624446 27.232019016715363
U 937 688805173 137.47506749912895 27.212680474747344
D 938 689474424 137.5293315077102 27.188188405193785
D 939 689727111 137.57973419266818 27.163363014329818
D 940 692393125 138.11152550560013 27.049949722905158
D 941 692646458 138.16205763153297 27.025202758735634
U 942 692520195 138.21652855996993 27.000823949140543
U 943 692814337 138.27523466091412 26.98162865343228
U 944 694356623 138.58305125666791 26.954687614434935
U 945 694651117 138.64182667349885 26.935520053773388
D 946 695325251 138.69639503756716 26.911194951079924
D 947 695579239 138.7470581288186 26.886526841373144
D 948 698243773 139.27855258785462 26.774514720689844
D 949 698498416 139.32934565391452 26.749924402215548
U 950 698370306 139.3841223599877 26.725711824549766
U 951 698666675 139.4432730660299 26.706686857972734
U 952 700200028 139.7493053687466 26.68047385088931
U 953 700496732 139.80852550309112 26.661476195922287
D 954 701175781 139.86339990475236 26.637316766560513
D 955 701431074 139.9143244828718 26.612804668114062
D 956 704094125 140.44552130996428 26.502175179915817
D 957 704350077 140.49657639905274 26.477740243814424
U 958 704220142 140.55166057886336 26.4536926126814
U 959 704518767 140.61126113898445 26.43483690934816
U 960 706043101 140.91549453692227 26.409338159405216
U 961 706342065 140.97516463752703 26.390509349734568
D 962 707026029 141.03034677322285 26.366514314083226
D 963 707282650 141.081533923554 26.34215697028975
D 964 709944198 141.6124323313496 26.232891851378017
D 965 710201466 141.66375053114993 26.20861104794634
U 966 710069716 141.71914389533566 26.184727090944996
U 967 710370607 141.7791996776856 26.166039601060476
U 968 711885849 142.08161928271375 26.141241547734513
U 969 712187112 142.14174471749746 26.12258053807165
D 970 712875993 142.19723629820567 26.0987486302403
D 971 713133922 142.24868711088385 26.0745447976081
D 972 715793964 142.77928630276537 25.96662605459855
D 973 716052561 142.83086870576574 25.942498146549237
U 974 715918986 142.88657297970138 25.918776605533807
U 975 716222205 142.9470894757931 25.900256293496895
U 976 717728277 143.24768011465613 25.876145588171664
U 977 718031840 143.30826637489304 25.857651348238278
D 978 718725658 143.36406912632597 25.83398131589284
D 979 718984922 143.4157846963024 25.80992976387601
D 980 721643451 143.94608386643276 25.703339669124826
D 981 721903390 143.99793156994366 25.67936343233784
U 982 721768015 144.0539484939448 25.655803062735927
U 983 722073546 144.11493132303545 25.63744890800235
U 984 723570402 144.41367752822603 25.61401240884388
U 985 723876295 144.4747302329272 25.595683923278123
D 986 724575046 144.53084589573712 25.57217452746865
D 987 724835644 144.5828273228035 25.548274038299635
D 988 727492672 145.11282565616003 25.44299512519857
D 989 727753937 145.16493976234892 25.4191693481738
U 990 727616761 145.22127109188352 25.39576891787931
U 991 727924684 145.28272600556278 25.37757991549365
U 992 729412196 145.57961200575167 25.3548046838942
U 993 729720463 145.64113690626152 25.336640952162252
D 994 730424156 145.6975672362506 25.313290967154188
D 995 730686095 145.74981562506218 25.289540335678502
D 996 733341612 146.27951229747813 25.185555393621996
D 997 733604224 146.33189391338541 25.161878877552468
U 998 733465258 146.38854141928655 25.138637168617514
U 999 733775573 146.4504743063035 25.120612327865146
U 1000 735253685 146.74548401631827 25.098485624846134
U 1001 735564347 146.80748700113585 25.080485661157347
D 1002 736272987 146.86423376946775 25.057293874266353
D 1003 736536269 146.91675022956758 25.03369190777999
D 1004 739190272 147.4461444077674 24.930983979362715
D 1005 739454233 147.49879464533387 24.907455537323937
U 1006 739313499 147.55576011401587 24.884371344185656
U 1007 739626224 147.61817700534283 24.866509689024344
U 1008 741094861 147.91129401562947 24.845018971488805
U 1009 741407945 147.97378111547079 24.82718180471749
D 1010 742121561 148.03084610888902 24.804147016145784
D 1011 742386193 148.08363175473445 24.780692534234724
D 1012 745038668 148.61272259636868 24.679244909625666
D 1013 745303980 148.66564257245832 24.655863367957302
U 1014 745161470 148.72292780613995 24.632935497283004
U 1015 745476655 148.7858348802885 24.615236066629556
U 1016 746935721 149.07704244587882 24.594368982791693
U 1017 747251265 149.14001983899732 24.576693656405673
D 1018 747969863 149.19740486004787 24.553814679080066
D 1019 748235843 149.25046081103272 24.530506513464164
D 1020 750886803 149.77924746471143 24.430302727020074
D 1021 751153465 149.83243830114216 24.407066922991664
U 1022 751009199 149.89004511806877 24.384294195188016
U 1023 751326871 149.95344870668407 24.366756042363946
U 1024 752776283 150.24272973558826 24.346500429018143
U 1025 753094316 150.3062037533651 24.328986001011522
D 1026 753817885 150.36391062062094 24.306261660424106
D 1027 754085233 150.41723800110245 24.283098654801897
D 1028 756734667 150.94571960642986 24.184122480699397
D 1029 757002687 150.99918242999098 24.161031263972067
U 1030 756856675 151.05711266467222 24.138412511523153
U 1031 757176865 151.12101925841102 24.121034704426283
U 1032 758616537 151.40835629943214 24.101378583094565
U 1033 758937094 151.47233343225724 24.08402412592712
D 1034 759665662 151.53036398055036 24.061453259979654
D 1035 759934368 151.58396391987495 24.038434269875104
D 1036 762582263 152.11213960747907 23.940669718227383
D 1037 762851656 152.16587554996096 23.917721950406065
U 1038 762703903 152.2241310534005 23.89525601794978
U 1039 763026652 152.28854730813134 23.878037638948268
U 1040 764456492 152.57392253803488 23.85896921238437
U 1041 764779603 152.63840944150166 23.841773812925524
D 1042 765513166 152.69676552215793 23.81935527177652
D 1043 765783248 152.75063915468343 23.796479164389442
D 1044 768429607 153.27850804624703 23.699910477887823
D 1045 768700383 153.33251824446597 23.67710503164547
U 1046 768550889 153.39110088440592 23.654790776183514
U 1047 768876220 153.45603362772107 23.637730922067067
U 1048 770296147 153.7394288377521 23.619238570653
U 1049 770621843 153.80443233917896 23.60220133013247
D 1050 771360418 153.86311582025996 23.579933976045584
D 1051 771631885 153.91726428538263 23.557199630103135
D 1052 774276702 154.44482549367413 23.4618112793202
D 1053 774548843 154.49911108949627 23.43914703910216
U 1054 774397625 154.5580227506582 23.416983329678693
U 1055 774725589 154.6234789887633 23.400081111618203
U 1056 776135500 154.9048755704146 23.382153390182165
U 1057 776463816 154.9704026757232 23.365273424146828
D 1058 777207417 155.02941544226897 23.343156131342333
D 1059 777480260 155.08383988445087 23.32056243695307
D 1060 780123540 155.61109251334926 23.22633911694862
D 1061 780397065 155.66565465371878 23.20381497883312
U 1062 780244143 155.72489723805933 23.18180069597511
U 1063 780574767 155.79088416301957 23.165055239637777
U 1064 781974559 156.0702630930629 23.147680873832535
U 1065 782305542 156.13632099403455 23.130957312109945
D 1066 783054169 156.19566494831642 23.10898896661846
D 1067 783328401 156.25036651710872 23.086534825129355
D 1068 785970119 156.7773096616337 22.993461452162986
D 1069 786245053 156.83214949859376 22.971076322685146
U 1070 786090413 156.89172492555824 22.949210359307354
U 1071 786423729 156.95824992297094 22.932620804128085
U 1072 787813325 157.23559174763685 22.91578868754659
U 1073 788147007 157.3021878295747 22.899220674214757
D 1074 788900661 157.36186489135125 22.877400173730685
D 1075 789176293 157.4168447414211 22.855084497590006
D 1076 791816451 157.94347748775627 22.763146204932696
D 1077 792092779 157.99859617848043 22.74089900225115
U 1078 791936456 158.0585063852628 22.719180262294973
U 1079 792272503 158.12557704234464 22.702745762646998
U 1080 793651799 158.4008618606451 22.686444953022487
U 1081 793988202 158.46800371047215 22.67003164638731
D 1082 794746913 158.52801581724756 22.648357900131682
D 1083 795023950 158.58327510840363 22.62617961274002
D 1084 797662552 159.10959653392473 22.53536174721012
D 1085 797940279 159.16499524074277 22.513251400043007
U 1086 797782280 159.22524218255046 22.491678799512524
U 1087 798121087 159.29286629671086 22.475398523492064
U 1088 799489973 159.5660737427907 22.45961824022975
U 1089 799829149 159.63376915761359 22.443358812808246
D 1090 800592930 159.69411826490628 22.42183074138781
D 1091 800871363 159.7496581621264 22.39978877696592
D 1092 803508408 160.2756673354186 22.31007689594356
D 1093 803787537 160.33134722583955 22.288102343873387
U 1094 803627856 160.3919328761726 22.26667480922086
U 1095 803969504 160.46011846407347 22.25054793973193
U 1096 805327863 160.7312276885697 22.23527755950748
U 1097 805669850 160.79948468474566 22.219171198020682
D 1098 806438699 160.86017276636113 22.197787733289132
D 1099 806718544 160.91599443981744 22.175881036743185
D 1100 809354019 161.44169042070567 22.087260904557827
D 1101 809634567 161.4976526674452 22.06542109770372
U 1102 809473231 161.55857901836777 22.044137567120906
U 1103 809817715 161.6273343255358 22.02816330083595
U 1104 811165466 161.89632397582272 22.01339235569029
U 1105 811510314 161.96515079856718 21.99743826106268
D 1106 812284229 162.02617984687402 21.976198345985267
D 1107 812565495 162.08228447196194 21.9544258727736
D 1108 815199372 162.60766631152515 21.866883456478753
D 1109 815481355 162.66391209253737 21.84517735559102
U 1110 815318370 162.72518115496408 21.824036778277115
U 1111 815665758 162.7945146659757 21.808214326483284
U 1112 817002778 163.06136286524867 21.793932500352327
U 1113 817350517 163.13076799882097 21.778129887718535
D 1114 818129520 163.19214002503847 21.757032476238656
D 1115 818412206 163.2485287823999 21.735393192240892
D 1116 821044540 163.77359552299717 21.648914659242504
D 1117 821327933 163.8301260214946 21.627341235610213
U 1118 821163301 163.89173982548076 21.606342571607485
U 1119 821513622 163.96166027477932 21.590671159651716
U 1120 822839795 164.2263445998663 21.57686828522986
U 1121 823190491 164.2963367783875 21.56121638395182
D 1122 823974589 164.35805381287037 21.54026044085993
D 1123 824258709 164.41472788842458 21.518753322247623
D 1124 826889443 164.9394785637123 21.43332503763525
D 1125 827174275 164.99629496819693 21.411883272010655
U 1126 827008009 165.05825556323512 21.391025492142322
U 1127 827361317 165.1287719466215 21.375504359674643
U 1128 828676535 165.39126940442617 21.362170415522222
U 1129 829030219 165.4618576233694 21.34666846921333
D 1130 829819419 165.52392171590895 21.32585297001778
D 1131 830104970 165.58088230087833 21.304477003127683
D 1132 832734116 166.10531593582658 21.220085524733836
D 1133 833020393 166.16241944011722 21.198774408787134
U 1134 832852500 166.224728895442 21.178056494523478
U 1135 833208858 166.2958504823017 21.162684895641817
U 1136 834512989 166.55613748476352 21.149810002972142
U 1137 834869702 166.62733101318014 21.134457269532643
D 1138 835664030 166.68974423330596 21.11378120033328
D 1139 835951027 166.74699252424338 21.092535381541015
D 1140 838578570 167.2711081351572 21.00916745843105
D 1141 838866291 167.32849993841555 20.98798599340299
U 1142 838696799 167.39116034330962 20.967406936742734
U 1143 839056228 167.46289668962547 20.952184139967166
U 1144 840349166 167.7209490270946 20.93975856012174
U 1145 840708963 167.7927574206303 20.92455431178114
D 1146 841508407 167.85552185791943 20.90401666914333
D 1147 841796862 167.9130590567354 20.882900004741053
D 1148 844422806 168.43685565126924 20.800542573327608
D 1149 844711975 168.49453695802907 20.77948977030883
U 1150 844540874 168.55755042214253 20.75904857370714
U 1151 844903439 168.62991138437954 20.743973861838068
U 1152 846185060 168.88570419723976 20.73198799331507
U 1153 846547976 168.958137312011 20.71693151668618
D 1154 847352561 169.0212550764052 20.696531307517695
D 1155 847642468 169.07908239039688 20.675542813591527
D 1156 850266800 169.6025589675674 20.594182994739164
D 1157 850557439 169.660530987764 20.57325787505197
U 1158 850384754 169.72389964143608 20.5529535511224
U 1159 850750492 169.79689539134372 20.53802622149665
U 1160 852020669 170.0504031397672 20.526470596528764
U 1161 852386768 170.12347114717363 20.511561192672346
D 1162 853196503 170.1869443693025 20.49129743410239
D 1163 853487870 170.24506301118197 20.47043613641408
D 1164 856110599 170.76821856138798 20.390061233222916
D 1165 856402691 170.82648251038168 20.36926282712568
U 1166 856228431 170.8902085049746 20.34909439861784
U 1167 856597400 170.96384954541517 20.334313763146035
U 1168 857856002 171.21504597706772 20.323179045716802
U 1169 858225324 171.28875937961428 20.30841603021888
D 1170 859040229 171.35259021112566 20.288287749478354
D 1171 859333061 171.41100139904657 20.267552683346057
D 1172 861954173 171.93383490407956 20.188150176959482
D 1173 862247726 171.99239200268798 20.16747752453754
U 1174 862071903 172.05647751092098 20.147444024432165
U 1175 862444165 172.13077469280168 20.132809409718597
U 1176 863691031 172.37963280831843 20.122086392007848
U 1177 864063662 172.4540024565462 20.10746909506867
D 1178 864883731 172.51819307044514 20.087475329373703
D 1179 865178043 172.57689802803327 20.066865539555387
D 1180 867797532 173.09940846109004 19.98842308744938
D 1181 868092572 173.15825993561555 19.967875238075212
U 1182 867915189 173.2227071519147 19.947975709199103
U 1183 868290781 173.29767169231883 19.933486456576876
U 1184 869525808 173.54416370835975 19.923166056663725
U 1185 869901780 173.6192008189814 19.908693823201833
D 1186 870727020 173.68375340997687 19.88883361963656
D 1187 871022802 173.74275336635745 19.868348160215618
D 1188 873640676 174.26493969205143 19.790853592382145
D 1189 873937204 174.3240867743119 19.77042960498503
U 1190 873758258 174.38889791516317 19.75066309987137
U 1191 874137271 174.46454141680547 19.736318565629006
U 1192 875360294 174.70863872645316 19.72639182446306
