# eventtype event clockticks time[s]  Energy[%]
D 44 34012643 6.784493642259569 93.25928145914244
D 45 34148749 6.811645866375849 93.20397097689117
U 46 34271479 6.840067881200278 93.14761029258159
U 47 34409102 6.867533828925961 93.0974024777886
U 48 36675662 7.319905841265418 92.80113900458963
U 49 36813548 7.34742777123257 92.75106937242963
D 50 36977616 7.375920655562406 92.69489926687395
D 51 37114162 7.403155572952103 92.63981727256603
D 52 39935073 7.965841392259853 92.13739706517562
D 53 40072018 7.993158737720459 92.08254109096946
U 54 40192224 8.021757579633691 92.02665312303256
U 55 40330749 8.049406789517827 91.9768937796634
U 56 42592270 8.500772779008106 91.68625974931591
U 57 42731080 8.52847809142265 91.63663659254631
D 58 42899463 8.55714801483438 91.58093680642342
D 59 43036834 8.584548388610875 91.52630675604291
D 60 45856261 9.146940495802143 91.0312662751271
D 61 45994051 9.174423629082101 90.97685970564659
U 62 46111715 9.203200086805015 90.92143918487659
U 63 46251181 9.231033627078517 90.8721234310585
U 64 48507641 9.681391095316265 90.58701206328372
U 65 48647388 9.709280858474306 90.53783053375706
D 66 48820058 9.738128610187733 90.48259583366956
D 67 48958261 9.765695108296697 90.42841266108486
D 68 51776228 10.32779466465839 89.94062644097475
D 69 51914837 10.355444255137934 89.88666424800559
U 70 52030003 10.38439912193992 89.83170598209652
U 71 52170390 10.412418071136374 89.7828290126644
U 72 54421790 10.861764452996375 89.50313576550191
U 73 54562454 10.889839745493793 89.45439108790228
D 74 54739432 10.918866119277329 89.39961631808384
D 75 54878478 10.946599412575202 89.34587503247765
D 76 57694991 11.508407542587134 88.86522011657289
D 77 57834434 11.536224262561854 88.8116973453917
U 78 57947087 11.565358336299695 88.75719621916018
U 79 58088397 11.593563783407395 88.70875329946631
U 80 60334729 12.04189644742274 88.43437582434004
U 81 60476338 12.070158358306875 88.38606329484605
D 82 60657619 12.099364152512365 88.33174337588397
D 83 60797497 12.12726491477698 88.27843905933807
D 84 63612549 12.688782706858829 87.8047949427772
D 85 63752842 12.716767231552804 87.75170671238499
U 86 63862975 12.746081314700803 87.69765768664098
U 87 64005231 12.774474359315438 87.64964415335743
U 88 66246466 13.221790608037221 87.38048223092756
